item_link,item_link-href,item_name,item_image-src,item_total_price,item_recipe_price,item_stats,item_builds_from,item_builds_into,item_maps
"Righteous Glory
					
						 2500 / 750","http://www.mobafire.com/league-of-legends/item/righteous-glory-253","Righteous Glory","http://www.mobafire.com/images/item/righteous-glory.gif","2500","750","500 Health, 100% Base Health Regeneration, 300 Mana. UNIQUE Passive: Eternity: 15% of damage taken from champions is gained as Mana. Spending Mana restores 20% of Mana spent as Health, up to 25 Health per cast (toggle spells heal for up to 25 per second). UNIQUE Active: Grants +75% Movement Speed to your champion when moving towards enemies or enemy turrets for 4 seconds. After 3 seconds, a shockwave is emitted, slowing nearby enemy champion Movement Speed by 75% for 2 second. This effect may be reactivated early to instantly release the shockwave (90 second cooldown).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/catalyst-of-aeons.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/crystalline-bracer.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Boots of Mobility - Alacrity
					
						 1350 / 450","http://www.mobafire.com/league-of-legends/item/boots-of-mobility-alacrity-222","Boots of Mobility - Alacrity","http://www.mobafire.com/images/item/boots-of-mobility-alacrity.gif","1350","450","UNIQUE Passive: Enhanced Movement: +25 Movement Speed. Increases to +115 Movement Speed when out of combat for 5 seconds.



UNIQUE Passive: Alacrity: +20 Movement Speed.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/boots-of-mobility.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Negatron Cloak
					
						 720 / 270","http://www.mobafire.com/league-of-legends/item/negatron-cloak-26","Negatron Cloak","http://www.mobafire.com/images/item/negatron-cloak.gif","720","270","40 Magic Resistance.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/null-magic-mantle.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/abyssal-scepter.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/guardian-angel.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/wits-end.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/banshees-veil.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/moonflair-spellblade.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/zzrot-portal.gif""}]","[]"
"Nashor's Tooth
					
						 3000 / 1000","http://www.mobafire.com/league-of-legends/item/nashors-tooth-84","Nashor's Tooth","http://www.mobafire.com/images/item/nashors-tooth.gif","3000","1000","80 Ability Power, 50% Attack Speed. UNIQUE Passive: +20% Cooldown Reduction. UNIQUE Passive: Basic attacks deal 15 (+15% of ability power) as bonus magic damage on hit.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/stinger.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/fiendish-codex.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Void Staff
					
						 2650 / 1365","http://www.mobafire.com/league-of-legends/item/void-staff-98","Void Staff","http://www.mobafire.com/images/item/void-staff.gif","2650","1365","80 Ability Power. UNIQUE Passive: Magic damage ignores 35% of the target's magic resist (applies before magic penetration).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/blasting-wand.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""}]","[]","[]"
"Tracker's Knife - Runic Echoes
					
						 2625 / 340","http://www.mobafire.com/league-of-legends/item/trackers-knife-runic-echoes-319","Tracker's Knife - Runic Echoes","http://www.mobafire.com/images/item/trackers-knife-runic-echoes.gif","2625","340","60 Ability Power, 7% Movement Speed. Passive: Grants 10% Lifesteal vs monsters.



Passive: 180% Mana Regeneration while in the jungle. UNIQUE Passive: Echo - Gain charges upon moving or casting. At full charges, the next spell hit expends all charges to deal 60 (+0.10 ability power) magic damage to up to 4 targets. This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing mana.



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.



UNIQUE Passive: Warding (Minor): Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. Holds up to 2 charges which refill upon visiting the shop.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/aether-wisp.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/trackers-knife.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Stalker's Blade
					
						 1000 / 300","http://www.mobafire.com/league-of-legends/item/stalkers-blade-261","Stalker's Blade","http://www.mobafire.com/images/item/stalkers-blade.gif","1000","300","Passive: Grants 10% Lifesteal vs monsters.



Passive: 150% Mana Regeneration while in the jungle. UNIQUE Passive: Chilling Smite: Smite can be cast on enemy champions, dealing 28-164 true damage and stealing 20% of the target's movement speed for 2 seconds.



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hunters-machete.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hunters-talisman.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stalkers-blade-cinderhulk.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stalkers-blade-warrior.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stalkers-blade-runic-echoes.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stalkers-blade-bloodrazor.gif""}]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""}]"
"Thornmail
					
						 2350 / 1250","http://www.mobafire.com/league-of-legends/item/thornmail-61","Thornmail","http://www.mobafire.com/images/item/thornmail.gif","2350","1250","100 Armor. UNIQUE Passive: On being hit by standard attacks, returns 15% of damage taken (+0.25 of your bonus armor) before armor as magic damage. A minimum of 15 damage must be received.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/cloth-armor.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/chain-vest.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Howling Abyss""}]"
"Enchantment: Captain
					
						 450 / 450","http://www.mobafire.com/league-of-legends/item/enchantment-captain-174","Enchantment: Captain","","450","450","UNIQUE Passive: Captain: Grants +10% Movement Speed to nearby approaching allied champions.



Can be applied to any tier 2 boot.","[]","[]","[{""item_maps"":""Removed""}]"
"Lost Chapter
					
						 900 / 115","http://www.mobafire.com/league-of-legends/item/lost-chapter-323","Lost Chapter","http://www.mobafire.com/images/item/lost-chapter.gif","900","115","25 Ability Power, 300 Mana. UNIQUE Passive: Restores 20% of your maximum Mana over 3 seconds upon leveling up.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sapphire-crystal.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/morellonomicon.gif""}]","[]"
"Cloak of Agility
					
						 800 / 800","http://www.mobafire.com/league-of-legends/item/cloak-of-agility-8","Cloak of Agility","","800","800","20% Critical Strike Chance.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/infinity-edge.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/lord-van-damms-pillager.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/essence-reaver.gif""}]","[]"
"Greater Totem
					
						 0 / 0","http://www.mobafire.com/league-of-legends/item/greater-totem-191","Greater Totem","http://www.mobafire.com/images/item/greater-totem.gif","0","0","Active: Places a stealth ward for 120 seconds (120 second cooldown).



(This item is unavailable for purchase)","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/warding-totem.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Guardian's Horn
					
						 950 / 950","http://www.mobafire.com/league-of-legends/item/guardians-horn-180","Guardian's Horn","","950","950","150 Health. Passive: Passive: +20 health per 5 seconds

Passive: Damage from champion basic attacks and spells reduced by 12.","[]","[]","[{""item_maps"":""Howling Abyss""}]"
"Ninja Tabi - Captain
					
						 1550 / 450","http://www.mobafire.com/league-of-legends/item/ninja-tabi-captain-209","Ninja Tabi - Captain","http://www.mobafire.com/images/item/ninja-tabi-captain.gif","1550","450","30 Armor. UNIQUE Passive: Blocks 10% of the damage from basic attacks.

UNIQUE Passive: Enhanced Movement: +45 Movement Speed

UNIQUE Passive: Captain: Grants +10% Movement Speed to nearby approaching allied champions.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/ninja-tabi.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Enchantment: Runeglaive
					
						 1625 / 140","http://www.mobafire.com/league-of-legends/item/enchantment-runeglaive-280","Enchantment: Runeglaive","http://www.mobafire.com/images/item/enchantment-runeglaive.gif","1625","140","40 Ability Power, 10% Cooldown Reduction, 250 Mana. UNIQUE Passive: Spellblade: After using an ability, your next basic attack deals 100% base Attack Damage (+30% of ability power) bonus magic damage. (1.5 second cooldown). When directly attacking a monster, the bonus damage is reapplied in an AoE around the target and also restores 8% of your missing Mana.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sheen.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Removed""}]"
"Enchantment: Furor
					
						 450 / 450","http://www.mobafire.com/league-of-legends/item/enchantment-furor-176","Enchantment: Furor","","450","450","UNIQUE Passive: Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.



Can be applied to any tier 2 boot.","[]","[]","[{""item_maps"":""Removed""}]"
"Zz'Rot Portal
					
						 2700 / 780","http://www.mobafire.com/league-of-legends/item/zzrot-portal-282","Zz'Rot Portal","http://www.mobafire.com/images/item/zzrot-portal.gif","2700","780","55 Armor, 125% Base Health Regeneration, 55 Magic Resistance. UNIQUE Passive: Point Runner: Builds up to 20% Movement Speed over 2 seconds while near turrets, destroyed turrets or Void Gates, the movement speed build up decays upon leaving the area. UNIQUE Active: Spawns a Void Gate at target location for 150 seconds. Every 4 seconds the gate makes a Voidspawn that travels down the nearest lane. Voidspawn explode when attacking structures. Voidspawn ignore champions and void targets (150 second cooldown.)



The first and every fourth Voidspawn made by Void Gate gains 15% of your total health as damage.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/negatron-cloak.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/raptor-cloak.gif""}]","[]","[{""item_maps"":""Summoner's Rift""}]"
"Hextech Protobelt-01
					
						 2500 / 650","http://www.mobafire.com/league-of-legends/item/hextech-protobelt-01-325","Hextech Protobelt-01","http://www.mobafire.com/images/item/hextech-protobelt-01.gif","2500","650","60 Ability Power, 10% Cooldown Reduction, 300 Health. UNIQUE Active: Dash forward and unleash a nova of fire bolts that deal 75-150 (+35% of ability power) magic damage (depending on level). Enemies hit by multiple fire bolts take 20% damage from additional bolts (40 second cooldown, shared with other Hextech items).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hextech-revolver.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/kindlegem.gif""}]","[]","[]"
"Kindlegem
					
						 800 / 400","http://www.mobafire.com/league-of-legends/item/kindlegem-110","Kindlegem","http://www.mobafire.com/images/item/kindlegem.gif","800","400","200 Health. UNIQUE Passive: +10% Cooldown Reduction.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/ruby-crystal.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/spirit-visage.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/warmogs-armor.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/locket-of-the-iron-solari.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ohmwrecker.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/face-of-the-mountain.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/hextech-protobelt-01.gif""}]","[]"
"Cull
					
						 450 / 450","http://www.mobafire.com/league-of-legends/item/cull-304","Cull","","450","450","7 Attack Damage. Passive: Grants 3 Health on hit. UNIQUE Passive: Killing a minion grants 1 additional gold. Killing 100 minions grants an additional 350 gold immediately and disables this passive.","[]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Spirit Stone
					
						 700 / 15","http://www.mobafire.com/league-of-legends/item/spirit-stone-168","Spirit Stone","http://www.mobafire.com/images/item/spirit-stone.gif","700","15","UNIQUE Passive: Returns 6% of damage dealt to monsters as Health and 3% of damage dealt to monsters as Mana.

UNIQUE Passive: Butcher - Damage dealt to monsters increased by 20%.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/faerie-charm.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/rejuvenation-bead.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hunters-machete.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Rylai's Crystal Scepter
					
						 3200 / 515","http://www.mobafire.com/league-of-legends/item/rylais-crystal-scepter-85","Rylai's Crystal Scepter","http://www.mobafire.com/images/item/rylais-crystal-scepter.gif","3200","515","100 Ability Power, 400 Health. UNIQUE Passive: Your spell damage will slow the target's movement speed by 40% for 1.5 seconds (20% for 1 second for multi-target spells, damage over time spells and spells with a cooldown time below 3 seconds). Summoned minions also slow targets on-hit by 20% for 1 second.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/giants-belt.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/needlessly-large-rod.gif""}]","[]","[]"
